Code,activity value required?,data category,ert valid,last inventory year,last updated date,map to,option group,option set,scc level four,scc level one,scc level three,scc level two,sector,short name,status,tier 1 code,tier 1 description,tier 2 code,tier 2 description,tier 3 code,tier 3 description,usage notes
64824010,No,Point,Yes,,3/20/2012,,,,Process Vents: Actinic Radiation,MACT Source Categories,Maleic Anhydride Copolymers Production - Actinic Radiation Polymerizn,Miscellaneous Polymers,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64880001,No,Point,No,2015,3/4/2016,30180001,,,Equipment Leaks,MACT Source Categories,Equipment Leaks,Miscellaneous Polymers,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64882001,No,Point,No,2015,3/4/2016,30182014,,,Process Area Drains,MACT Source Categories,"Wastewater, Aggregate",Miscellaneous Polymers,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
64882002,No,Point,No,2015,3/4/2016,30182014,,,Process Equipment Drains,MACT Source Categories,"Wastewater, Aggregate",Miscellaneous Polymers,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
64882599,No,Point,No,2015,3/4/2016,30182599,,,Specify Point of Generation,MACT Source Categories,"Wastewater, Points of Generation",Miscellaneous Polymers,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
64920001,No,Point,No,2015,3/4/2016,30102477,,,Rayon Production,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64920010,No,Point,No,2015,3/4/2016,30102478,,,Production of Viscose Solution,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920011,No,Point,No,2015,3/4/2016,30102478,,,Viscose Solution Production: Mechanical Churn,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920012,No,Point,No,2015,3/4/2016,30102478,,,Viscose Solution Production: Mixing Tank,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920013,No,Point,No,2015,3/4/2016,30102478,,,Viscose Solution Production: Aging Tank,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920020,No,Point,No,2015,3/4/2016,30102479,,,Filament Formation,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64920021,No,Point,No,2015,3/4/2016,30102479,,,Filament Formation: Spinning Machine,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64920022,No,Point,No,2015,3/4/2016,30102479,,,Filament Formation: Godet Wheels,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920030,No,Point,No,2015,3/4/2016,30102480,,,Fiber Finishing,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64920031,No,Point,No,2015,3/4/2016,30102480,,,Fiber Finishing: Cutter,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920032,No,Point,No,2015,3/4/2016,30102480,,,Fiber Finishing: Desulfur,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920033,No,Point,No,2015,3/4/2016,30102480,,,Fiber Finishing: Bleach,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64920034,No,Point,No,2015,3/4/2016,30102480,,,Fiber Finishing: Wash,MACT Source Categories,Rayon Fiber Production,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,99,Other,
64930001,No,Point,No,2015,3/4/2016,30102451,,,Spandex: Dry Spun,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930010,No,Point,No,2015,3/4/2016,30102454,,,Raw Material Preparation for Fiber Production,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930011,No,Point,No,2015,3/4/2016,30102454,,,Raw Material Preparation: Blending and Dissolving,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930012,No,Point,No,2015,3/4/2016,30102452,,,Raw Material Preparation: Filtration,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930020,No,Point,No,2015,3/4/2016,30102452,,,Fiber Spinning,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930021,No,Point,No,2015,3/4/2016,30102452,,,Fiber Spinning: Spin Cell,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930030,No,Point,No,2015,3/4/2016,30102452,,,Fiber Finishing,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930031,No,Point,No,2015,3/4/2016,30102452,,,Fiber Finishing: Finish Application,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930035,No,Point,No,2015,3/4/2016,30102452,,,Fiber Finishing: Processing,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64930040,No,Point,No,2015,3/4/2016,30102456,,,End Product Storage,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
64930041,No,Point,No,2015,3/4/2016,30102456,,,End Product Storage: Beaming and Packaging,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
64930045,No,Point,No,2015,3/4/2016,30102456,,,End Product Storage: Fiber Storage,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
64930050,No,Point,No,2015,3/4/2016,30102452,,,Equipment Cleanup,MACT Source Categories,"Spandex Fiber Production, Dry Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931001,No,Point,No,2015,3/4/2016,30102461,,,Spandex: Reaction Spun,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931010,No,Point,No,2015,3/4/2016,30102464,,,Raw Material Preparation,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931011,No,Point,No,2015,3/4/2016,30102463,,,Raw Material Preparation: Prepolymerization Vessel,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931012,No,Point,No,2015,3/4/2016,30102462,,,Raw Material Preparation: Filtration,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931020,No,Point,No,2015,3/4/2016,30102462,,,Reaction Spinning,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931021,No,Point,No,2015,3/4/2016,30102462,,,Reaction Spinning: Spin Bath,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931022,No,Point,No,2015,3/4/2016,30102462,,,Reaction Spinning: Conveyor,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931030,No,Point,No,2015,3/4/2016,30102462,,,Fiber Finishing,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931031,No,Point,No,2015,3/4/2016,30102466,,,Fiber Finishing: Drying Oven,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931032,No,Point,No,2015,3/4/2016,30102462,,,Fiber Finishing: Lubrication,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64931040,No,Point,No,2015,3/4/2016,30102467,,,End Product Storage,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
64931041,No,Point,No,2015,3/4/2016,30102467,,,End Product Storage: Filament Winding,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
64931050,No,Point,No,2015,3/4/2016,30102462,,,Equipment Cleanup,MACT Source Categories,"Spandex Fiber Production, Reaction Spun Process",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,3,Polymer & Resin Mfg,4,Synthetic Fiber,
64980001,No,Point,No,2015,3/4/2016,30180001,,,Equipment Leaks,MACT Source Categories,Equipment Leaks,Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,7,Other Industrial Processes,99,Miscellaneous Industrial Processes,99,Other,
64982001,No,Point,No,2015,3/4/2016,30182014,,,Process Area Drains,MACT Source Categories,"Wastewater, Aggregate",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
64982002,No,Point,No,2015,3/4/2016,30182014,,,Process Equipment Drains,MACT Source Categories,"Wastewater, Aggregate",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
64982599,No,Point,No,2015,3/4/2016,30182002,,,Specify Point of Generation,MACT Source Categories,"Wastewater, Points of Generation",Fibers Production Processes,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
65110001,No,Point,Yes,,3/20/2012,,,,Antimony Oxides Production,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110010,No,Point,Yes,,3/20/2012,,,,Burnoff of Antimony,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110011,No,Point,Yes,,3/20/2012,,,,Roasting: Shaft Furnace,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110012,No,Point,Yes,,3/20/2012,,,,Roasting: Rotary Kiln,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110013,No,Point,Yes,,3/20/2012,,,,Roasting: Blast Roaster,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110014,No,Point,Yes,,3/20/2012,,,,Roasting: Converter,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110020,No,Point,Yes,,3/20/2012,,,,Recovery,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110021,No,Point,Yes,,3/20/2012,,,,Recovery: Baghouse,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,1,Organic Chemical Mfg,99,Other,
65110022,No,Point,Yes,,3/20/2012,,,,Recovery: Flues,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110023,No,Point,Yes,,3/20/2012,,,,Recovery: Condensing Pipes,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110024,No,Point,Yes,,3/20/2012,,,,Recovery: Cottrell Precipitators,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65110029,No,Point,Yes,,3/20/2012,,,,Recovery: Specify Type of Recovery Equipment,MACT Source Categories,Antimony Oxides Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65130001,No,Point,Yes,,3/20/2012,,,,Fumed Silica Production,MACT Source Categories,Fumed Silica Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65130010,No,Point,Yes,,3/20/2012,,,,Process Vents,MACT Source Categories,Fumed Silica Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65130011,No,Point,Yes,,3/20/2012,,,,Process Vents: Reaction,MACT Source Categories,Fumed Silica Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65130020,No,Point,Yes,,3/20/2012,,,,Process Vents: Separation,MACT Source Categories,Fumed Silica Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65130040,No,Point,Yes,,3/20/2012,,,,Process Vents: End Product Storage,MACT Source Categories,Fumed Silica Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,9,Inorganic Chemical Storage,99,Other,
65135001,No,Point,Yes,,3/20/2012,,,,Quaternary Ammonium Compound Production,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135010,No,Point,Yes,,3/20/2012,,,,Process Vents,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135011,No,Point,Yes,,3/20/2012,,,,Process Vents: Reactor,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135012,No,Point,Yes,,3/20/2012,,,,Process Vents: Cooling,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135013,No,Point,Yes,,3/20/2012,,,,Process Vents: pH Adjustment,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135014,No,Point,Yes,,3/20/2012,,,,Process Vents: Filtration,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65135030,No,Point,Yes,,3/20/2012,,,,Process Vents: End Product Storage,MACT Source Categories,Quaternary Ammonium Compounds Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,9,Inorganic Chemical Storage,99,Other,
65140001,No,Point,Yes,,3/20/2012,,,,Sodium Cyanide Production,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140010,No,Point,Yes,,3/20/2012,,,,Process Vents,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140011,No,Point,Yes,,3/20/2012,,,,Process Vents: Reactor,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140012,No,Point,Yes,,3/20/2012,,,,Process Vents: Evaporator,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140013,No,Point,Yes,,3/20/2012,,,,Process Vents: Filtration,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140014,No,Point,Yes,,3/20/2012,,,,Process Vents: Mixing Conveyor,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140015,No,Point,Yes,,3/20/2012,,,,Process Vents: Drying,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140016,No,Point,Yes,,3/20/2012,,,,Process Vents: Compacting,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140017,No,Point,Yes,,3/20/2012,,,,Process Vents: Classifier,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140018,No,Point,Yes,,3/20/2012,,,,Process Vents: Briquetting,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65140030,No,Point,Yes,,3/20/2012,,,,Process Vents: End Product Storage,MACT Source Categories,Sodium Cyanide Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,9,Inorganic Chemical Storage,99,Other,
65145001,No,Point,Yes,,3/20/2012,,,,Uranium Hexafluoride Production Direct Fluorination,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145010,No,Point,Yes,,3/20/2012,,,,Fluorination Tower,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145011,No,Point,Yes,,3/20/2012,,,,Fluorination Tower: Reactor,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145020,No,Point,Yes,,3/20/2012,,,,Product Finishing,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145021,No,Point,Yes,,3/20/2012,,,,Product Finishing: Cyclone,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145022,No,Point,Yes,,3/20/2012,,,,Product Finishing: Filtration,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145023,No,Point,Yes,,3/20/2012,,,,Product Finishing: Cold Trap/Condenser,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145030,No,Point,Yes,,3/20/2012,,,,End Product Loading and Storage,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Storage and Transfer,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65145031,No,Point,Yes,,3/20/2012,,,,End Product Loading: Cylinder Loading Station,MACT Source Categories,Uranium Hexafluoride Manufacturing,Inorganic Chemicals Manufacturing,Industrial Processes - Storage and Transfer,,Active,4,Chemical & Allied Product Mfg,2,Inorganic Chemical Mfg,99,Other,
65180001,No,Point,No,2015,3/4/2016,30180001,,,Equipment Leaks,MACT Source Categories,Equipment Leaks,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Retired,4,Chemical & Allied Product Mfg,1,Organic Chemical Mfg,99,Other,
65182001,No,Point,No,2015,3/4/2016,30182014,,,Process Area Drains,MACT Source Categories,Wastewater Aggregate,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
65182002,No,Point,No,2015,3/4/2016,30182014,,,Process Equipment Drains,MACT Source Categories,Wastewater Aggregate,Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
65182501,No,Point,No,2015,3/4/2016,30182599,,,Filtration,MACT Source Categories,"Wastewater, Points of Generation",Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
65182599,No,Point,No,2015,3/4/2016,30182599,,,Specify Point of Generation,MACT Source Categories,"Wastewater, Points of Generation",Inorganic Chemicals Manufacturing,Industrial Processes - Chemical Manuf,,Retired,10,Waste Disposal & Recycling,4,Industrial Waste Water,99,Other,
68110001,No,Point,Yes,,3/20/2012,,,,Aerosol Can Filling,MACT Source Categories,Aerosol Can - Filling Facilities,Consumer Product Manufacturing Facilities,Industrial Processes - NEC,,Active,8,Solvent Utilization,6,Nonindustrial,5,Consumer Solvents,
68110010,No,Point,Yes,,3/20/2012,,,,Process Vents,MACT Source Categories,Aerosol Can - Filling Facilities,Consumer Product Manufacturing Facilities,Industrial Processes - NEC,,Active,8,Solvent Utilization,7,Solvent Utilization NEC,99,Other,
68110011,No,Point,Yes,,3/20/2012,,,,Process Vents: Mixing Tanks,MACT Source Categories,Aerosol Can - Filling Facilities,Consumer Product Manufacturing Facilities,Industrial Processes - NEC,,Active,8,Solvent Utilization,7,Solvent Utilization NEC,99,Other,
68110020,No,Point,Yes,,3/20/2012,,,,Process Vents: Aerosol Can Filling,MACT Source Categories,Aerosol Can - Filling Facilities,Consumer Product Manufacturing Facilities,Industrial Processes - NEC,,Active,8,Solvent Utilization,7,Solvent Utilization NEC,99,Other,
