Code,activity value required?,data category,ert valid,last inventory year,last updated date,map to,option group,option set,scc level four,scc level one,scc level three,scc level two,sector,short name,status,tier 1 code,tier 1 description,tier 2 code,tier 2 description,tier 3 code,tier 3 description,usage notes
4444444444,No,Nonpoint,,2002,3/14/2012,,,,Brick Kilns,Brick Kilns,Brick Kilns,Brick Kilns,Industrial Processes - NEC,,Retired,3,Fuel Comb. Other,4,Misc. Fuel Comb. (Except Residential),99,Other,
40100101,No,Point,Yes,,3/4/2016,,,,Perchloroethylene,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,1,Perchloroethylene,
40100102,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent) ** (Use 4-10-001-01 or 4-10-002-01),Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,2,Petroleum Solvent,
40100104,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent) ** (Use 4-10-001-02 or 4-10-002-02),Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,2,Petroleum Solvent,
40100105,No,Point,Yes,,3/4/2016,,,,Trichlorotrifluoroethane (Freon),Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100107,No,Point,Yes,,3/4/2016,,,,Ethylene Oxide: General,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100146,No,Point,Yes,,3/4/2016,,,,Stoddard:Filtr Disp/Cooked Muck(Drained)**(Use 4-10-001-61 or 002-61),Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100147,No,Point,Yes,,3/4/2016,,,,Stoddard:Filtr Disp/Cooked Muck (Centrif)**(Use 4-10-001-62 or 002-62),Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100160,No,Point,Yes,,3/4/2016,,,,Trichlorofluoroethane: Washer/Dryer/Still,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100161,No,Point,Yes,,3/4/2016,,,,Trichlorofluoroethane: Cartrige Filter Disposal,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100162,No,Point,Yes,,3/4/2016,,,,Trichlorofluoroethane: Still Residue Disposal,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100163,No,Point,Yes,,3/4/2016,,,,Trichlorofluoroethane: Miscellaneous Fugitive,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100198,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Dry Cleaning,Organic Solvent Evaporation,Solvent - Dry Cleaning,,Active,8,Solvent Utilization,3,Dry Cleaning,99,Other,
40100201,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent): Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100202,No,Point,Yes,,3/4/2016,,,,"1,1,1-Trichloroethane (Methyl Chloroform): Open-top Vapor Degreasing",Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100203,No,Point,Yes,,3/4/2016,,,,Perchloroethylene: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100204,No,Point,Yes,,3/4/2016,,,,Methylene Chloride: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100205,No,Point,Yes,,3/4/2016,,,,Trichloroethylene: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100206,No,Point,Yes,,3/4/2016,,,,Toluene: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100207,No,Point,Yes,,3/4/2016,,,,Trichlorotrifluoroethane (Freon): Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100208,No,Point,Yes,,3/4/2016,,,,Chlorosolve: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100209,No,Point,Yes,,3/4/2016,,,,Butyl Acetate: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100215,No,Point,Yes,,3/4/2016,,,,Entire Unit: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100221,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent): Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100222,No,Point,Yes,,3/4/2016,,,,"1,1,1-Trichloroethane (Methyl Chloroform):Conveyorized Vapor Degreaser",Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100223,No,Point,Yes,,3/4/2016,,,,Perchloroethylene: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100224,No,Point,Yes,,3/4/2016,,,,Methylene Chloride: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100225,No,Point,Yes,,3/4/2016,,,,Trichloroethylene: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100235,No,Point,Yes,,3/4/2016,,,,Entire Unit: with Vaporized Solvent: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100236,No,Point,Yes,,3/4/2016,,,,Entire Unit: with Non-boiling Solvent: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100251,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent): General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100252,No,Point,Yes,,3/4/2016,,,,"1,1,1-Trichloroethane (Methyl Chloroform): General Degreasing Units",Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100253,No,Point,Yes,,3/4/2016,,,,Perchloroethylene: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100254,No,Point,Yes,,3/4/2016,,,,Methylene Chloride: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100255,No,Point,Yes,,3/4/2016,,,,Trichloroethylene: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100256,No,Point,Yes,,3/4/2016,,,,Toluene: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100257,No,Point,Yes,,3/4/2016,,,,Trichlorotrifluoroethane (Freon): General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100258,No,Point,Yes,,3/4/2016,,,,Trichlorofluoromethane: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100296,No,Point,Yes,,3/4/2016,,,,Other Not Classified: General Degreasing Units,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40100298,No,Point,Yes,,3/4/2016,,,,Other Not Classified: Conveyorized Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,2,Conveyorized,
40100299,No,Point,Yes,,3/4/2016,,,,Other Not Classified: Open-top Vapor Degreasing,Chemical Evaporation,Degreasing,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,1,Open Top,
40100301,No,Point,Yes,,3/4/2016,,,,Methanol,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100302,No,Point,Yes,,3/4/2016,,,,Methylene Chloride,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100303,No,Point,Yes,,3/4/2016,,,,Stoddard (Petroleum Solvent),Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100304,No,Point,Yes,,3/4/2016,,,,Perchloroethylene,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100305,No,Point,Yes,,3/4/2016,,,,"1,1,1-Trichloroethane (Methyl Chloroform)",Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100306,No,Point,Yes,,3/4/2016,,,,Trichloroethylene,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100307,No,Point,Yes,,3/4/2016,,,,Isopropyl Alcohol,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100308,No,Point,Yes,,3/4/2016,,,,Methyl Ethyl Ketone,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100309,No,Point,Yes,,3/4/2016,,,,Freon,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100310,No,Point,Yes,,3/4/2016,,,,Acetone,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100311,No,Point,Yes,,3/4/2016,,,,Glycol Ethers,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100335,No,Point,Yes,,3/4/2016,,,,Entire Unit,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100336,No,Point,Yes,,3/4/2016,,,,Degreaser: Entire Unit,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100399,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Cold Solvent Cleaning/Stripping,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,3,Cold Cleaning,
40100401,No,Point,Yes,,3/4/2016,,,,Perchloroethylene,Chemical Evaporation,Knit Fabric Scouring with Chlorinated Solvent,Organic Solvent Evaporation,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,5,Other Industrial,99,Other,
40100499,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Knit Fabric Scouring with Chlorinated Solvent,Organic Solvent Evaporation,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,5,Other Industrial,99,Other,
40100501,No,Point,Yes,,3/4/2016,,,,General Processes: Spent Solvent Storage,Chemical Evaporation,Solvent Storage,Organic Solvent Evaporation,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40100550,No,Point,Yes,,3/4/2016,,,,General Processes: Drum Storage - Pure Organic Chemicals,Chemical Evaporation,Solvent Storage,Organic Solvent Evaporation,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40188898,No,Point,Yes,,3/4/2016,,,,General,Chemical Evaporation,Fugitive Emissions,Organic Solvent Evaporation,Solvent - Degreasing,,Active,8,Solvent Utilization,1,Degreasing,99,Other,
40200101,No,Point,Yes,,3/4/2016,,,,Paint: Solvent-base,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200201,No,Point,Yes,,3/4/2016,,,,Paint: Water-base,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200301,No,Point,Yes,,3/4/2016,,,,Varnish/Shellac,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200401,No,Point,Yes,,3/4/2016,,,,Lacquer,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200501,No,Point,Yes,,3/4/2016,,,,Enamel,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200601,No,Point,Yes,,3/4/2016,,,,Primer,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200701,No,Point,Yes,,3/4/2016,,,,Adhesive Application,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,1,Industrial Adhesives,
40200706,No,Point,Yes,,3/4/2016,,,,Adhesive: Solvent Mixing,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,1,Industrial Adhesives,
40200707,No,Point,Yes,,3/4/2016,,,,Adhesive: Solvent Storage,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40200710,No,Point,Yes,,3/4/2016,,,,Adhesive: General,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,1,Industrial Adhesives,
40200711,No,Point,Yes,,3/4/2016,,,,Adhesive: Spray,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,1,Industrial Adhesives,
40200712,No,Point,Yes,,3/4/2016,,,,Adhesive: Roll-on,Chemical Evaporation,Surface Coating Application - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,1,Industrial Adhesives,
40200801,No,Point,Yes,,3/4/2016,,,,General,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,99,Other,
40200802,No,Point,Yes,,3/4/2016,,,,Dried < 175F,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,99,Other,
40200803,No,Point,Yes,,3/4/2016,,,,Baked : 175F,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,99,Other,
40200820,No,Point,Yes,,3/4/2016,,,,Prime/Base Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,99,Other,
40200830,No,Point,Yes,,3/4/2016,,,,Topcoat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,99,Other,
40200840,No,Point,Yes,,3/4/2016,,,,"Two Piece Can Curing Ovens: General (Includes Codes 41, 42, and 43)",Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200841,No,Point,Yes,,3/4/2016,,,,Two Piece Can Base Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200842,No,Point,Yes,,3/4/2016,,,,Two Piece Can Over Varnish Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200843,No,Point,Yes,,3/4/2016,,,,Two Piece Can Interior Body Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200845,No,Point,Yes,,3/4/2016,,,,"Three Piece Can Curing Ovens (Includes Codes 46, 47, 48, and 49)",Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200846,No,Point,Yes,,3/4/2016,,,,Three Piece Can Sheet Base Coat (Interior) Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200847,No,Point,Yes,,3/4/2016,,,,Three Piece Can Sheet Base Coat (Exterior) Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200848,No,Point,Yes,,3/4/2016,,,,Three Piece Can Sheet Lithographic Coating Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200849,No,Point,Yes,,3/4/2016,,,,Three Piece Can Interior Body Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,7,Metal Cans,
40200855,No,Point,Yes,,3/4/2016,,,,Filler Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200856,No,Point,Yes,,3/4/2016,,,,Sealer Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200861,No,Point,Yes,,3/4/2016,,,,Single Coat Application: Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200870,No,Point,Yes,,3/4/2016,,,,Color Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200871,No,Point,Yes,,3/4/2016,,,,Topcoat/Texture Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200872,No,Point,Yes,,3/4/2016,,,,EMI/RFI Shielding Coat Oven,Chemical Evaporation,Coating Oven - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,24,General,
40200901,No,Point,Yes,,3/4/2016,,,,General,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200902,No,Point,Yes,,3/4/2016,,,,Acetone,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200903,No,Point,Yes,,3/4/2016,,,,Butyl Acetate,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200904,No,Point,Yes,,3/4/2016,,,,Butyl Alcohol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200905,No,Point,Yes,,3/4/2016,,,,Carbitol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200906,No,Point,Yes,,3/4/2016,,,,Cellosolve,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200907,No,Point,Yes,,3/4/2016,,,,Cellosolve Acetate,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200908,No,Point,Yes,,3/4/2016,,,,Dimethyl Formamide,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200909,No,Point,Yes,,3/4/2016,,,,Ethyl Acetate,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200910,No,Point,Yes,,3/4/2016,,,,Ethyl Alcohol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200911,No,Point,Yes,,3/4/2016,,,,Gasoline,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200912,No,Point,Yes,,3/4/2016,,,,Isopropyl Alcohol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200913,No,Point,Yes,,3/4/2016,,,,Isopropyl Acetate,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200914,No,Point,Yes,,3/4/2016,,,,Kerosene,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200915,No,Point,Yes,,3/4/2016,,,,Lactol Spirits,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200916,No,Point,Yes,,3/4/2016,,,,Methyl Acetate,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200917,No,Point,Yes,,3/4/2016,,,,Methyl Alcohol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200918,No,Point,Yes,,3/4/2016,,,,Methyl Ethyl Ketone,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200919,No,Point,Yes,,3/4/2016,,,,Methyl Isobutyl Ketone,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200920,No,Point,Yes,,3/4/2016,,,,Mineral Spirits,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200921,No,Point,Yes,,3/4/2016,,,,Naphtha,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
