referrer,views_total,views_unique
github.com,64,22
Google,32,19
inmap.run,17,11
yandex.ru,6,3
chatgpt.com,3,2
doubao.com,3,1
notebooks.githubusercontent.com,2,2
Bing,1,1
DuckDuckGo,1,1
