time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-11 00:00:00+00:00,18,7,10,5
2026-01-12 00:00:00+00:00,8,8,20,6
2026-01-13 00:00:00+00:00,7,3,43,11
2026-01-14 00:00:00+00:00,11,4,19,8
2026-01-15 00:00:00+00:00,18,6,36,11
2026-01-16 00:00:00+00:00,14,7,68,12
2026-01-17 00:00:00+00:00,10,6,6,3
2026-01-18 00:00:00+00:00,8,4,3,3
2026-01-19 00:00:00+00:00,13,5,16,8
2026-01-20 00:00:00+00:00,11,4,50,6
2026-01-21 00:00:00+00:00,3,3,19,10
2026-01-22 00:00:00+00:00,11,6,20,9
2026-01-23 00:00:00+00:00,11,7,29,7
2026-01-24 00:00:00+00:00,12,4,42,3
