time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-05 00:00:00+00:00,7,6,7,5
2025-10-06 00:00:00+00:00,11,4,12,6
2025-10-07 00:00:00+00:00,3,2,7,7
2025-10-08 00:00:00+00:00,6,5,17,8
2025-10-09 00:00:00+00:00,13,11,15,6
2025-10-10 00:00:00+00:00,5,3,26,7
2025-10-11 00:00:00+00:00,11,10,1,1
2025-10-12 00:00:00+00:00,5,4,28,3
2025-10-13 00:00:00+00:00,7,3,31,10
2025-10-14 00:00:00+00:00,29,8,9,3
2025-10-15 00:00:00+00:00,19,8,23,7
2025-10-16 00:00:00+00:00,8,6,21,6
2025-10-17 00:00:00+00:00,15,5,15,7
2025-10-18 00:00:00+00:00,3,3,23,4
