time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,9,6,11,9
2025-11-05 00:00:00+00:00,16,14,35,7
2025-11-06 00:00:00+00:00,10,7,4,3
2025-11-07 00:00:00+00:00,7,7,15,6
2025-11-08 00:00:00+00:00,9,8,7,5
2025-11-09 00:00:00+00:00,8,5,2,2
2025-11-10 00:00:00+00:00,7,6,20,10
2025-11-11 00:00:00+00:00,23,7,32,6
2025-11-12 00:00:00+00:00,11,6,34,9
2025-11-13 00:00:00+00:00,15,10,6,6
2025-11-14 00:00:00+00:00,5,5,24,12
2025-11-15 00:00:00+00:00,5,3,2,2
2025-11-16 00:00:00+00:00,2,2,25,3
2025-11-17 00:00:00+00:00,9,6,44,8
