referrer,views_total,views_unique
github.com,54,13
inmap.run,43,9
pkg.go.dev,18,4
Google,7,6
Bing,5,1
DuckDuckGo,2,2
ecosia.org,1,1
notebooks.githubusercontent.com,1,1
