time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-13 00:00:00+00:00,3.0,3.0,63,11
2024-06-14 00:00:00+00:00,1.0,1.0,132,9
2024-06-15 00:00:00+00:00,2.0,2.0,16,3
2024-06-16 00:00:00+00:00,5.0,2.0,68,2
2024-06-17 00:00:00+00:00,2.0,2.0,64,6
2024-06-18 00:00:00+00:00,3.0,3.0,67,10
2024-06-19 00:00:00+00:00,2.0,2.0,79,14
2024-06-20 00:00:00+00:00,3.0,3.0,128,11
2024-06-21 00:00:00+00:00,1.0,1.0,138,11
2024-06-22 00:00:00+00:00,3.0,1.0,3,2
2024-06-23 00:00:00+00:00,5.0,3.0,20,7
2024-06-24 00:00:00+00:00,,,46,8
2024-06-25 00:00:00+00:00,,,17,6
2024-06-26 00:00:00+00:00,1.0,1.0,51,12
