referrer,views_total,views_unique
Google,54,25
inmap.run,37,9
github.com,20,11
spatialmodel.com,13,4
pkg.go.dev,9,4
code.spatialmodel.com,4,1
caces.us,3,1
StartPage,3,1
Bing,2,1
groups.google.com,1,1
