time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,5.0,2.0,41,10
2025-02-06 00:00:00+00:00,5.0,3.0,16,5
2025-02-07 00:00:00+00:00,7.0,3.0,15,6
2025-02-08 00:00:00+00:00,4.0,2.0,1,1
2025-02-09 00:00:00+00:00,5.0,2.0,9,4
2025-02-10 00:00:00+00:00,6.0,3.0,12,6
2025-02-11 00:00:00+00:00,6.0,3.0,13,7
2025-02-12 00:00:00+00:00,1.0,1.0,2,2
2025-02-13 00:00:00+00:00,1.0,1.0,29,7
2025-02-14 00:00:00+00:00,5.0,3.0,39,9
2025-02-15 00:00:00+00:00,1.0,1.0,2,2
2025-02-16 00:00:00+00:00,5.0,2.0,11,5
2025-02-17 00:00:00+00:00,5.0,3.0,17,5
2025-02-18 00:00:00+00:00,,,29,8
