referrer,views_total,views_unique
github.com,58,21
Google,16,9
chatgpt.com,9,4
yandex.ru,4,2
inmap.run,3,3
Bing,2,2
claude.ai,2,1
filext.com,2,1
DuckDuckGo,1,1
pkg.go.dev,1,1
