time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,6,3,4,3
2026-01-03 00:00:00+00:00,8,4,13,4
2026-01-04 00:00:00+00:00,11,4,6,4
2026-01-05 00:00:00+00:00,8,4,41,9
2026-01-06 00:00:00+00:00,12,7,48,13
2026-01-07 00:00:00+00:00,5,5,65,8
2026-01-08 00:00:00+00:00,2,2,37,15
2026-01-09 00:00:00+00:00,9,6,25,7
2026-01-10 00:00:00+00:00,15,7,2,2
2026-01-11 00:00:00+00:00,18,7,10,5
2026-01-12 00:00:00+00:00,8,8,20,6
2026-01-13 00:00:00+00:00,7,3,43,11
2026-01-14 00:00:00+00:00,11,4,19,8
2026-01-15 00:00:00+00:00,18,6,36,11
