referrer,views_total,views_unique
github.com,61,5
Google,51,13
inmap.run,47,10
groups.google.com,7,2
pkg.go.dev,6,2
spatialmodel.com,2,2
in-map-web.city.makenv.com,1,1
caces.us,1,1
pnas.org,1,1
