url_path,views_total,views_unique
/spatialmodel/inmap,66,36
/spatialmodel/inmap/releases,51,13
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,12,4
/spatialmodel/inmap/blob/master/README.md,12,3
/spatialmodel/inmap/tree/master/cmd/inmap,10,4
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,8,4
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,8,2
/spatialmodel/inmap/blob/master/docs/cmd/inmap_preproc.md,7,2
/spatialmodel/inmap/tree/master/cmd,7,2
/spatialmodel/inmap/tree/master/docs,6,3
