url_path,views_total,views_unique
/spatialmodel/inmap,55,32
/spatialmodel/inmap/releases,32,14
/spatialmodel/inmap/tree/master,10,7
/spatialmodel/inmap/blob/master/docs/output_options.md,6,4
/spatialmodel/inmap/tree/master/cmd,6,3
/spatialmodel/inmap/tree/master/cmd/inmap,6,3
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,4,3
/spatialmodel/inmap/blob/master/website/static/blog/2022-12-15-tutorial/sr_example.ipynb,4,3
/spatialmodel/inmap/issues,4,2
/spatialmodel/inmap/pulls,4,2
