time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-21 00:00:00+00:00,20,9,14,4
2026-05-22 00:00:00+00:00,8,4,3,3
2026-05-23 00:00:00+00:00,17,8,3,2
2026-05-24 00:00:00+00:00,10,5,4,3
2026-05-25 00:00:00+00:00,15,6,2,2
2026-05-26 00:00:00+00:00,15,6,15,5
2026-05-27 00:00:00+00:00,21,7,9,1
2026-05-28 00:00:00+00:00,17,7,6,5
2026-05-29 00:00:00+00:00,9,3,5,2
2026-05-30 00:00:00+00:00,23,14,10,6
2026-05-31 00:00:00+00:00,11,5,1,1
2026-06-01 00:00:00+00:00,11,6,15,9
2026-06-02 00:00:00+00:00,17,8,2,2
2026-06-03 00:00:00+00:00,4,4,17,4
