time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-23 00:00:00+00:00,4,4,8,4
2025-06-24 00:00:00+00:00,5,5,32,7
2025-06-25 00:00:00+00:00,2,2,37,3
2025-06-26 00:00:00+00:00,4,4,4,3
2025-06-27 00:00:00+00:00,1,1,12,2
2025-06-28 00:00:00+00:00,4,4,19,3
2025-06-29 00:00:00+00:00,1,1,14,2
2025-06-30 00:00:00+00:00,1,1,17,5
2025-07-01 00:00:00+00:00,5,5,4,4
2025-07-02 00:00:00+00:00,5,5,3,2
2025-07-03 00:00:00+00:00,9,8,4,2
2025-07-04 00:00:00+00:00,9,9,14,2
2025-07-05 00:00:00+00:00,3,3,7,5
2025-07-06 00:00:00+00:00,4,4,17,2
