time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-10 00:00:00+00:00,2.0,2.0,8,2
2023-12-11 00:00:00+00:00,5.0,4.0,18,4
2023-12-12 00:00:00+00:00,1.0,1.0,12,4
2023-12-13 00:00:00+00:00,6.0,5.0,50,9
2023-12-14 00:00:00+00:00,2.0,2.0,41,9
2023-12-15 00:00:00+00:00,2.0,2.0,38,6
2023-12-16 00:00:00+00:00,2.0,2.0,1,1
2023-12-17 00:00:00+00:00,3.0,3.0,55,6
2023-12-18 00:00:00+00:00,3.0,3.0,89,7
2023-12-19 00:00:00+00:00,2.0,2.0,11,4
2023-12-20 00:00:00+00:00,2.0,2.0,37,6
2023-12-21 00:00:00+00:00,4.0,4.0,19,4
2023-12-22 00:00:00+00:00,2.0,2.0,11,1
2023-12-23 00:00:00+00:00,,,8,4
