time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-03 00:00:00+00:00,2,2,172,15
2023-10-04 00:00:00+00:00,7,3,145,12
2023-10-05 00:00:00+00:00,16,3,65,13
2023-10-06 00:00:00+00:00,5,5,34,12
2023-10-07 00:00:00+00:00,5,5,36,5
2023-10-08 00:00:00+00:00,4,4,39,7
2023-10-09 00:00:00+00:00,11,6,26,7
2023-10-10 00:00:00+00:00,7,3,27,10
2023-10-11 00:00:00+00:00,3,2,125,12
2023-10-12 00:00:00+00:00,6,4,75,18
2023-10-13 00:00:00+00:00,1,1,203,13
2023-10-14 00:00:00+00:00,1,1,3,3
2023-10-15 00:00:00+00:00,1,1,48,6
2023-10-16 00:00:00+00:00,1,1,35,10
