referrer,views_total,views_unique
github.com,45,19
Google,42,18
inmap.run,24,7
chatgpt.com,10,1
pkg.go.dev,8,2
zenodo.org,4,1
statics.teams.cdn.office.net,2,2
Bing,1,1
researchgate.net,1,1
