time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-02 00:00:00+00:00,2,2,8,6
2024-02-03 00:00:00+00:00,2,2,21,4
2024-02-04 00:00:00+00:00,3,3,4,4
2024-02-05 00:00:00+00:00,3,3,72,13
2024-02-06 00:00:00+00:00,4,3,59,20
2024-02-07 00:00:00+00:00,3,3,47,14
2024-02-08 00:00:00+00:00,3,3,107,14
2024-02-09 00:00:00+00:00,3,3,30,12
2024-02-10 00:00:00+00:00,3,3,57,5
2024-02-11 00:00:00+00:00,2,2,11,7
2024-02-12 00:00:00+00:00,3,3,14,7
2024-02-13 00:00:00+00:00,2,2,76,10
2024-02-14 00:00:00+00:00,4,3,87,10
2024-02-15 00:00:00+00:00,1,1,65,11
