time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-19 00:00:00+00:00,2.0,1.0,4.0,3.0
2025-01-20 00:00:00+00:00,2.0,2.0,4.0,2.0
2025-01-21 00:00:00+00:00,1.0,1.0,22.0,8.0
2025-01-22 00:00:00+00:00,,,13.0,10.0
2025-01-23 00:00:00+00:00,1.0,1.0,9.0,6.0
2025-01-24 00:00:00+00:00,,,12.0,5.0
2025-01-25 00:00:00+00:00,,,28.0,1.0
2025-01-26 00:00:00+00:00,2.0,1.0,53.0,3.0
2025-01-27 00:00:00+00:00,4.0,2.0,11.0,5.0
2025-01-28 00:00:00+00:00,1.0,1.0,16.0,6.0
2025-01-29 00:00:00+00:00,,,99.0,10.0
2025-01-30 00:00:00+00:00,3.0,3.0,21.0,4.0
2025-01-31 00:00:00+00:00,9.0,4.0,52.0,8.0
2025-02-01 00:00:00+00:00,4.0,1.0,,
