time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,11,6,5,5
2026-07-13 00:00:00+00:00,14,8,10,5
2026-07-14 00:00:00+00:00,20,11,24,8
2026-07-15 00:00:00+00:00,23,13,18,9
2026-07-16 00:00:00+00:00,10,5,13,5
2026-07-17 00:00:00+00:00,13,4,21,7
2026-07-18 00:00:00+00:00,15,6,13,4
2026-07-19 00:00:00+00:00,15,6,3,3
2026-07-20 00:00:00+00:00,14,9,51,9
2026-07-21 00:00:00+00:00,25,11,44,6
2026-07-22 00:00:00+00:00,20,10,15,10
2026-07-23 00:00:00+00:00,13,7,12,5
2026-07-24 00:00:00+00:00,7,6,1,1
2026-07-25 00:00:00+00:00,7,6,3,3
