referrer,views_total,views_unique
Google,72,17
spatialmodel.com,70,5
inmap.run,45,9
Bing,16,2
pkg.go.dev,16,2
caces.us,4,2
groups.google.com,4,1
googlehnzyc.azurewebsites.net,4,1
statics.teams.cdn.office.net,3,1
filext.com,1,1
