time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,41,11,68,2
2026-09-10 00:00:00+00:00,83,30,46,6
2026-09-11 00:00:00+00:00,12,12,7,5
2026-09-12 00:00:00+00:00,21,17,3,2
2026-09-13 00:00:00+00:00,17,15,4,1
2026-09-14 00:00:00+00:00,18,16,31,7
2026-09-15 00:00:00+00:00,32,19,29,8
2026-09-16 00:00:00+00:00,17,15,12,4
2026-09-17 00:00:00+00:00,12,9,26,9
2026-09-18 00:00:00+00:00,5,5,10,5
2026-09-19 00:00:00+00:00,13,13,2,2
2026-09-20 00:00:00+00:00,91,67,4,4
2026-09-21 00:00:00+00:00,34,17,15,7
2026-09-22 00:00:00+00:00,16,15,24,9
