referrer,views_total,views_unique
inmap.run,97,12
Google,72,17
github.com,17,7
isservice.atlassian.net,17,1
pkg.go.dev,9,1
statics.teams.cdn.office.net,4,2
saas.whitesourcesoftware.com,3,1
Bing,1,1
caces.us,1,1
pavitra.org,1,1
