time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,6,6,7.0,4.0
2025-09-06 00:00:00+00:00,6,6,6.0,2.0
2025-09-07 00:00:00+00:00,39,32,9.0,4.0
2025-09-08 00:00:00+00:00,21,13,56.0,15.0
2025-09-09 00:00:00+00:00,30,30,5.0,5.0
2025-09-10 00:00:00+00:00,57,46,78.0,11.0
2025-09-11 00:00:00+00:00,72,56,4.0,4.0
2025-09-12 00:00:00+00:00,5,5,24.0,6.0
2025-09-13 00:00:00+00:00,74,65,,
2025-09-14 00:00:00+00:00,55,42,2.0,1.0
2025-09-15 00:00:00+00:00,6,6,23.0,4.0
2025-09-16 00:00:00+00:00,11,8,46.0,8.0
2025-09-17 00:00:00+00:00,75,56,89.0,7.0
2025-09-18 00:00:00+00:00,4,4,14.0,5.0
