url_path,views_total,views_unique
/spatialmodel/inmap,72,46
/spatialmodel/inmap/releases,58,24
/spatialmodel/inmap/tree/master/cmd/inmap,19,6
/spatialmodel/inmap/tree/master/cmd/inmap/testdata,16,2
/spatialmodel/inmap/blob/master/README.md,11,6
/spatialmodel/inmap/releases/tag/v1.9.6,9,5
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,9,4
/spatialmodel/inmap/tree/master/eval,8,3
/spatialmodel/inmap/tree/master,7,4
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_util.py,6,5
