url_path,views_total,views_unique
/spatialmodel/inmap,42,30
/spatialmodel/inmap/releases,30,10
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,9,6
/spatialmodel/inmap/tree/master,8,6
/spatialmodel/inmap/blob/master/docs/output_options.md,6,4
/spatialmodel/inmap/releases/tag/v1.9.0,5,3
/spatialmodel/inmap/blob/master/README.md,4,4
/spatialmodel/inmap/tree/master/cmd/inmap,4,3
/spatialmodel/inmap/blob/master/website/static/blog/2022-12-15-tutorial/sr_example.ipynb,3,2
/spatialmodel/inmap/compare/v1.9.5...v1.9.6,3,2
