time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-12 00:00:00+00:00,2,2,69,8
2023-07-13 00:00:00+00:00,2,2,7,3
2023-07-14 00:00:00+00:00,1,1,225,6
2023-07-15 00:00:00+00:00,2,2,4,2
2023-07-16 00:00:00+00:00,1,1,5,2
2023-07-17 00:00:00+00:00,2,2,88,7
2023-07-18 00:00:00+00:00,3,3,30,8
2023-07-19 00:00:00+00:00,3,3,27,5
2023-07-20 00:00:00+00:00,1,1,18,9
2023-07-21 00:00:00+00:00,1,1,168,7
2023-07-22 00:00:00+00:00,2,2,15,4
2023-07-23 00:00:00+00:00,1,1,8,5
2023-07-24 00:00:00+00:00,2,2,16,3
2023-07-25 00:00:00+00:00,2,2,14,7
