time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-01 00:00:00+00:00,7,7,19.0,4.0
2025-08-02 00:00:00+00:00,3,3,75.0,4.0
2025-08-03 00:00:00+00:00,5,4,3.0,2.0
2025-08-04 00:00:00+00:00,2,2,12.0,6.0
2025-08-05 00:00:00+00:00,5,5,17.0,5.0
2025-08-06 00:00:00+00:00,2,2,10.0,4.0
2025-08-07 00:00:00+00:00,2,2,46.0,6.0
2025-08-08 00:00:00+00:00,9,9,1.0,1.0
2025-08-09 00:00:00+00:00,2,2,,
2025-08-10 00:00:00+00:00,4,4,5.0,3.0
2025-08-11 00:00:00+00:00,5,5,38.0,4.0
2025-08-12 00:00:00+00:00,2,2,11.0,3.0
2025-08-13 00:00:00+00:00,4,4,23.0,7.0
2025-08-14 00:00:00+00:00,2,2,25.0,7.0
