referrer,views_total,views_unique
inmap.run,181,15
Google,149,26
zenodo.org,20,3
notebooks.githubusercontent.com,18,3
docs.google.com,13,1
spatialmodel.com,12,2
groups.google.com,10,6
Bing,8,1
github.com,7,4
saas.whitesourcesoftware.com,5,1
