url_path,views_total,views_unique
/spatialmodel/inmap,89,43
/spatialmodel/inmap/releases,63,22
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_util.py,60,7
/spatialmodel/inmap/tree/master/cmd/inmap,33,7
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,22,5
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,16,6
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,15,6
/spatialmodel/inmap/blob/master/website/static/blog/2022-12-15-tutorial/sr_example.ipynb,14,4
/spatialmodel/inmap/tree/master/website,12,3
/spatialmodel/inmap/tree/master/sr,9,4
