time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-21 00:00:00+00:00,5.0,3.0,53.0,7.0
2025-03-22 00:00:00+00:00,1.0,1.0,6.0,2.0
2025-03-23 00:00:00+00:00,4.0,4.0,20.0,1.0
2025-03-24 00:00:00+00:00,10.0,8.0,,
2025-03-25 00:00:00+00:00,4.0,2.0,59.0,4.0
2025-03-26 00:00:00+00:00,3.0,2.0,46.0,4.0
2025-03-27 00:00:00+00:00,13.0,3.0,64.0,6.0
2025-03-28 00:00:00+00:00,9.0,4.0,49.0,7.0
2025-03-29 00:00:00+00:00,1.0,1.0,16.0,3.0
2025-03-30 00:00:00+00:00,9.0,3.0,8.0,3.0
2025-03-31 00:00:00+00:00,1.0,1.0,110.0,8.0
2025-04-01 00:00:00+00:00,9.0,5.0,56.0,14.0
2025-04-02 00:00:00+00:00,1.0,1.0,29.0,12.0
2025-04-03 00:00:00+00:00,,,19.0,10.0
