url_path,views_total,views_unique
/spatialmodel/inmap,35,20
/spatialmodel/inmap/releases,26,13
/spatialmodel/inmap/releases/tag/v1.9.6,8,7
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,4,4
/spatialmodel/inmap/commits,3,2
/spatialmodel/inmap/commit/52b7c71b840ca318979d9935ae25c9e8a580397e,2,2
/spatialmodel/inmap/commit/ef4aa70df8017c628e3956bb043dd93f41f24a7c,2,2
/spatialmodel/inmap/tree/master/docs,2,2
/spatialmodel/inmap/blob/master/cloud/blob.go,2,1
/spatialmodel/inmap/blob/master/docs/output_options.md,2,1
