url_path,views_total,views_unique
/spatialmodel/inmap,64,42
/spatialmodel/inmap/releases,55,27
/spatialmodel/inmap/tree/master/cmd/inmap/testdata,16,2
/spatialmodel/inmap/tree/master/cmd/inmap,15,4
/spatialmodel/inmap/releases/tag/v1.9.6,9,5
/spatialmodel/inmap/blob/master/README.md,7,4
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,7,4
/spatialmodel/inmap/tree/master/eval,7,4
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,5,4
/spatialmodel/inmap/blob/master/docs/cmd/inmap.md,5,3
