time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-23 00:00:00+00:00,2,1,55,10
2023-02-24 00:00:00+00:00,67,11,64,10
2023-02-25 00:00:00+00:00,59,40,16,3
2023-02-26 00:00:00+00:00,67,50,35,4
2023-02-27 00:00:00+00:00,20,18,18,9
2023-02-28 00:00:00+00:00,4,3,114,18
2023-03-01 00:00:00+00:00,21,19,54,7
2023-03-02 00:00:00+00:00,66,43,43,12
2023-03-03 00:00:00+00:00,90,57,144,15
2023-03-04 00:00:00+00:00,74,41,68,6
2023-03-05 00:00:00+00:00,29,18,36,11
2023-03-06 00:00:00+00:00,81,56,71,10
2023-03-07 00:00:00+00:00,177,85,36,10
2023-03-08 00:00:00+00:00,92,68,36,19
