url_path,views_total,views_unique
/spatialmodel/inmap,83,47
/spatialmodel/inmap/releases,54,24
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,27,6
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,15,4
/spatialmodel/inmap/tree/master/eval,15,3
/spatialmodel/inmap/tree/master/cmd/inmap,12,5
/spatialmodel/inmap/blob/master/docs/cmd/inmap.md,10,2
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_util.py,9,5
/spatialmodel/inmap/blob/master/docs/emissions.md,8,5
/spatialmodel/inmap/tree/master/docs,8,2
