time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,10,6,14,3
2026-04-06 00:00:00+00:00,14,6,17,9
2026-04-07 00:00:00+00:00,10,6,36,6
2026-04-08 00:00:00+00:00,28,21,8,4
2026-04-09 00:00:00+00:00,15,6,6,5
2026-04-10 00:00:00+00:00,25,8,1,1
2026-04-11 00:00:00+00:00,30,12,1,1
2026-04-12 00:00:00+00:00,31,10,0,0
2026-04-13 00:00:00+00:00,18,6,27,12
2026-04-14 00:00:00+00:00,15,5,39,10
2026-04-15 00:00:00+00:00,18,8,36,11
2026-04-16 00:00:00+00:00,27,11,19,7
2026-04-17 00:00:00+00:00,14,5,13,5
2026-04-18 00:00:00+00:00,14,5,9,4
