time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,7,6,3,3
2026-07-26 00:00:00+00:00,20,15,4,3
2026-07-27 00:00:00+00:00,16,7,9,5
2026-07-28 00:00:00+00:00,15,9,16,5
2026-07-29 00:00:00+00:00,19,10,12,5
2026-07-30 00:00:00+00:00,13,8,27,7
2026-07-31 00:00:00+00:00,17,8,12,3
2026-08-01 00:00:00+00:00,17,7,17,5
2026-08-02 00:00:00+00:00,34,17,5,3
2026-08-03 00:00:00+00:00,7,4,10,5
2026-08-04 00:00:00+00:00,18,8,11,7
2026-08-05 00:00:00+00:00,13,8,4,2
2026-08-06 00:00:00+00:00,3,3,7,2
2026-08-07 00:00:00+00:00,18,8,21,3
