referrer,views_total,views_unique
Google,45,16
inmap.run,34,15
github.com,33,9
zenodo.org,15,6
spatialmodel.com,14,6
Bing,9,1
groups.google.com,8,4
pkg.go.dev,6,2
mail.google.com,4,1
saas-eu.whitesourcesoftware.com,1,1
