referrer,views_total,views_unique
Google,54,22
inmap.run,52,15
github.com,22,5
chatgpt.com,10,2
spatialmodel.com,5,2
groups.google.com,4,1
search.brave.com,2,2
code.spatialmodel.com,2,1
