time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-31 00:00:00+00:00,1.0,1.0,138,15
2023-09-01 00:00:00+00:00,1.0,1.0,41,6
2023-09-02 00:00:00+00:00,1.0,1.0,5,2
2023-09-03 00:00:00+00:00,2.0,2.0,14,2
2023-09-04 00:00:00+00:00,3.0,3.0,26,4
2023-09-05 00:00:00+00:00,3.0,3.0,69,14
2023-09-06 00:00:00+00:00,1.0,1.0,115,15
2023-09-07 00:00:00+00:00,463.0,2.0,22,6
2023-09-08 00:00:00+00:00,1.0,1.0,38,9
2023-09-09 00:00:00+00:00,1.0,1.0,7,1
2023-09-10 00:00:00+00:00,2.0,2.0,29,2
2023-09-11 00:00:00+00:00,3.0,3.0,62,13
2023-09-12 00:00:00+00:00,1.0,1.0,77,17
2023-09-13 00:00:00+00:00,,,46,9
