time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-23 00:00:00+00:00,4,4,20.0,1.0
2025-03-24 00:00:00+00:00,10,8,,
2025-03-25 00:00:00+00:00,4,2,59.0,4.0
2025-03-26 00:00:00+00:00,3,2,46.0,4.0
2025-03-27 00:00:00+00:00,13,3,64.0,6.0
2025-03-28 00:00:00+00:00,9,4,49.0,7.0
2025-03-29 00:00:00+00:00,1,1,16.0,3.0
2025-03-30 00:00:00+00:00,9,3,8.0,3.0
2025-03-31 00:00:00+00:00,1,1,110.0,8.0
2025-04-01 00:00:00+00:00,9,5,56.0,14.0
2025-04-02 00:00:00+00:00,1,1,29.0,12.0
2025-04-03 00:00:00+00:00,1,1,19.0,10.0
2025-04-04 00:00:00+00:00,5,2,25.0,7.0
2025-04-05 00:00:00+00:00,15,4,97.0,17.0
