referrer,views_total,views_unique
Google,50,15
spatialmodel.com,46,4
inmap.run,33,8
pkg.go.dev,18,2
groups.google.com,12,2
googlehnzyc.azurewebsites.net,4,1
statics.teams.cdn.office.net,3,1
caces.us,3,1
github.com,2,2
notebooks.githubusercontent.com,2,1
