time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-02 00:00:00+00:00,2.0,2.0,92,6
2023-10-03 00:00:00+00:00,2.0,2.0,172,15
2023-10-04 00:00:00+00:00,7.0,3.0,145,12
2023-10-05 00:00:00+00:00,16.0,3.0,65,13
2023-10-06 00:00:00+00:00,5.0,5.0,34,12
2023-10-07 00:00:00+00:00,5.0,5.0,36,5
2023-10-08 00:00:00+00:00,4.0,4.0,39,7
2023-10-09 00:00:00+00:00,11.0,6.0,26,7
2023-10-10 00:00:00+00:00,7.0,3.0,27,10
2023-10-11 00:00:00+00:00,3.0,2.0,125,12
2023-10-12 00:00:00+00:00,6.0,4.0,75,18
2023-10-13 00:00:00+00:00,1.0,1.0,203,13
2023-10-14 00:00:00+00:00,1.0,1.0,3,3
2023-10-15 00:00:00+00:00,,,47,6
