referrer,views_total,views_unique
spatialmodel.com,79,5
Google,50,16
pkg.go.dev,18,2
inmap.run,15,7
groups.google.com,8,1
Bing,5,2
googlehnzyc.azurewebsites.net,4,1
caces.us,3,1
github.com,2,2
notebooks.githubusercontent.com,2,1
