time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,21,10,5,3
2026-08-15 00:00:00+00:00,88,61,0,0
2026-08-16 00:00:00+00:00,7,7,1,1
2026-08-17 00:00:00+00:00,6,5,11,3
2026-08-18 00:00:00+00:00,6,5,11,4
2026-08-19 00:00:00+00:00,6,4,48,6
2026-08-20 00:00:00+00:00,457,9,10,5
2026-08-21 00:00:00+00:00,7,6,2,2
2026-08-22 00:00:00+00:00,31,4,5,3
2026-08-23 00:00:00+00:00,5,5,1,1
2026-08-24 00:00:00+00:00,9,6,4,3
2026-08-25 00:00:00+00:00,11,3,15,9
2026-08-26 00:00:00+00:00,9,5,25,6
2026-08-27 00:00:00+00:00,5,4,18,3
