referrer,views_total,views_unique
Google,44,16
pkg.go.dev,25,4
inmap.run,22,9
chatgpt.com,6,3
gemini.google.com,5,1
github.com,4,3
Bing,2,2
zenodo.org,2,1
spatialmodel.com,1,1
