time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-10 00:00:00+00:00,73,44,24.0,16.0
2023-04-11 00:00:00+00:00,52,41,15.0,8.0
2023-04-12 00:00:00+00:00,67,41,25.0,9.0
2023-04-13 00:00:00+00:00,68,47,19.0,7.0
2023-04-14 00:00:00+00:00,61,40,24.0,7.0
2023-04-15 00:00:00+00:00,150,76,5.0,2.0
2023-04-16 00:00:00+00:00,94,57,21.0,5.0
2023-04-17 00:00:00+00:00,71,43,49.0,8.0
2023-04-18 00:00:00+00:00,62,43,12.0,10.0
2023-04-19 00:00:00+00:00,61,37,16.0,5.0
2023-04-20 00:00:00+00:00,65,40,16.0,4.0
2023-04-21 00:00:00+00:00,66,34,5.0,4.0
2023-04-22 00:00:00+00:00,69,32,9.0,2.0
2023-04-23 00:00:00+00:00,63,29,,
