url_path,views_total,views_unique
/spatialmodel/inmap,51,33
/spatialmodel/inmap/releases,41,18
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,7,5
/spatialmodel/inmap/tree/master,4,3
/spatialmodel/inmap/tree/master/.github,4,3
/spatialmodel/inmap/releases/tag/v1.9.6,4,2
/spatialmodel/inmap/blob/master/docs/cmd/inmap.md,3,2
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,2,2
/spatialmodel/inmap/blob/v1.9.6/science.go,2,2
/spatialmodel/inmap/tree/master/.github/workflows,2,2
