url_path,views_total,views_unique
/spatialmodel/inmap,57,32
/spatialmodel/inmap/releases,40,15
/spatialmodel/inmap/tree/master,9,7
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,8,5
/spatialmodel/inmap/tree/master/cmd/inmap,7,4
/spatialmodel/inmap/blob/master/docs/output_options.md,6,4
/spatialmodel/inmap/tree/master/cmd,6,3
/spatialmodel/inmap/tree/master/.github,5,2
/spatialmodel/inmap/blob/master/README.md,4,4
/spatialmodel/inmap/blob/master/website/static/blog/2022-12-15-tutorial/sr_example.ipynb,4,3
