referrer,views_total,views_unique
inmap.run,193,17
Google,158,25
zenodo.org,22,4
notebooks.githubusercontent.com,16,2
spatialmodel.com,13,3
docs.google.com,13,1
github.com,6,3
Bing,6,1
saas.whitesourcesoftware.com,5,1
groups.google.com,4,2
