referrer,views_total,views_unique
inmap.run,54,10
Google,53,18
chatgpt.com,13,2
github.com,5,3
zenodo.org,5,1
spatialmodel.com,4,2
groups.google.com,2,2
DuckDuckGo,2,1
pkg.go.dev,1,1
Bing,1,1
