referrer,views_total,views_unique
inmap.run,48,9
Google,35,18
github.com,31,8
pkg.go.dev,17,3
yandex.ru,2,1
DuckDuckGo,1,1
ecosia.org,1,1
notebooks.githubusercontent.com,1,1
