time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-23 00:00:00+00:00,9,8,19,4
2023-11-24 00:00:00+00:00,7,7,32,6
2023-11-25 00:00:00+00:00,4,4,19,5
2023-11-26 00:00:00+00:00,4,4,11,6
2023-11-27 00:00:00+00:00,6,6,17,6
2023-11-28 00:00:00+00:00,4,4,60,6
2023-11-29 00:00:00+00:00,6,6,40,10
2023-11-30 00:00:00+00:00,4,4,22,10
2023-12-01 00:00:00+00:00,9,9,10,3
2023-12-02 00:00:00+00:00,3,3,6,3
2023-12-03 00:00:00+00:00,1,1,5,4
2023-12-04 00:00:00+00:00,4,4,48,11
2023-12-05 00:00:00+00:00,2,2,90,13
2023-12-06 00:00:00+00:00,2,2,16,10
