time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-14 00:00:00+00:00,155,87,12.0,6.0
2023-06-15 00:00:00+00:00,91,64,8.0,2.0
2023-06-16 00:00:00+00:00,65,40,44.0,9.0
2023-06-17 00:00:00+00:00,64,39,27.0,7.0
2023-06-18 00:00:00+00:00,63,43,12.0,5.0
2023-06-19 00:00:00+00:00,68,48,18.0,4.0
2023-06-20 00:00:00+00:00,23,19,149.0,14.0
2023-06-21 00:00:00+00:00,2,2,39.0,10.0
2023-06-22 00:00:00+00:00,4,3,32.0,10.0
2023-06-23 00:00:00+00:00,1,1,5.0,4.0
2023-06-24 00:00:00+00:00,60,37,3.0,2.0
2023-06-25 00:00:00+00:00,60,41,,
2023-06-26 00:00:00+00:00,21,18,77.0,12.0
2023-06-27 00:00:00+00:00,3,2,78.0,9.0
