time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-06 00:00:00+00:00,3.0,2.0,68,9
2024-11-07 00:00:00+00:00,3.0,1.0,19,6
2024-11-08 00:00:00+00:00,2.0,1.0,11,5
2024-11-09 00:00:00+00:00,1.0,1.0,3,3
2024-11-10 00:00:00+00:00,1.0,1.0,4,3
2024-11-11 00:00:00+00:00,,,67,6
2024-11-12 00:00:00+00:00,,,69,7
2024-11-13 00:00:00+00:00,,,16,8
2024-11-14 00:00:00+00:00,,,36,13
2024-11-15 00:00:00+00:00,4.0,1.0,23,9
2024-11-16 00:00:00+00:00,,,2,1
2024-11-17 00:00:00+00:00,,,18,3
2024-11-18 00:00:00+00:00,,,48,12
2024-11-19 00:00:00+00:00,3.0,3.0,89,14
