referrer,views_total,views_unique
Google,147,20
inmap.run,69,13
spatialmodel.com,29,2
github.com,27,8
pkg.go.dev,18,2
groups.google.com,11,1
cn.bing.com,2,2
com.google.android.gm,1,1
yandex.ru,1,1
caces.us,1,1
