time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,1,1,10,6
2025-04-09 00:00:00+00:00,2,2,13,9
2025-04-10 00:00:00+00:00,6,3,40,10
2025-04-11 00:00:00+00:00,5,3,113,11
2025-04-12 00:00:00+00:00,21,4,99,4
2025-04-13 00:00:00+00:00,3,2,33,3
2025-04-14 00:00:00+00:00,4,3,42,12
2025-04-15 00:00:00+00:00,5,3,13,5
2025-04-16 00:00:00+00:00,3,3,48,9
2025-04-17 00:00:00+00:00,5,3,49,11
2025-04-18 00:00:00+00:00,28,2,17,7
2025-04-19 00:00:00+00:00,6,3,2,2
2025-04-20 00:00:00+00:00,6,4,17,3
2025-04-21 00:00:00+00:00,1,1,54,7
