url_path,views_total,views_unique
/spatialmodel/inmap,60,39
/spatialmodel/inmap/releases,44,18
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,22,7
/spatialmodel/inmap/tree/master/emissions/aep,13,2
/spatialmodel/inmap/blob/master/website/static/blog/2019-04-20-sr/sr_example.ipynb,12,6
/spatialmodel/inmap/tree/master/cmd/inmap,12,5
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,11,4
/spatialmodel/inmap/blob/master/README.md,10,2
/spatialmodel/inmap/tree/master/docs,8,4
/spatialmodel/inmap/tree/master/sr,7,3
