time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-04 00:00:00+00:00,67,39,4,3
2023-05-05 00:00:00+00:00,66,44,24,9
2023-05-06 00:00:00+00:00,63,43,6,2
2023-05-07 00:00:00+00:00,61,45,27,8
2023-05-08 00:00:00+00:00,67,46,45,8
2023-05-09 00:00:00+00:00,72,39,72,8
2023-05-10 00:00:00+00:00,62,42,24,4
2023-05-11 00:00:00+00:00,68,43,26,6
2023-05-12 00:00:00+00:00,59,34,5,4
2023-05-13 00:00:00+00:00,60,35,17,8
2023-05-14 00:00:00+00:00,61,39,91,6
2023-05-15 00:00:00+00:00,69,51,19,9
2023-05-16 00:00:00+00:00,67,50,20,8
2023-05-17 00:00:00+00:00,59,36,84,15
