referrer,views_total,views_unique
github.com,73,27
Google,32,17
inmap.run,6,5
yandex.ru,6,3
chatgpt.com,3,2
notebooks.githubusercontent.com,2,2
Bing,1,1
DuckDuckGo,1,1
pkg.go.dev,1,1
