url_path,views_total,views_unique
/spatialmodel/inmap,91,48
/spatialmodel/inmap/releases,67,23
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,22,5
/spatialmodel/inmap/tree/master/emissions,20,7
/spatialmodel/inmap/tree/master/emissions/aep,19,6
/spatialmodel/inmap/blob/master/emissions/aep/spatialize.go,14,2
/spatialmodel/inmap/tree/master/.github,12,5
/spatialmodel/inmap/blob/master/emissions/aep/sourcedata.go,12,2
/spatialmodel/inmap/blob/master/emissions/aep/srgspec.go,12,2
/spatialmodel/inmap/releases/tag/v1.9.6,11,5
